motor_1,motor_2,motor_3,motor_4,motor_5,motor_6,motor_7,motor_8,motor_9,motor_10,direction,depth_image,label
0.6025,0.1234,-0.6714,-0.1744,0.327,0.11816,0.2189,0.01091,-0.63,-0.1333,rectilinear_backward,depth_image_218658.jpg,0
0.2023,-0.388,-0.11755,-0.546,-0.2542,0.1471,0.00544,0.611,0.2566,0.1223,sidewinding_left,depth_image_15317.jpg,2
-0.00328,-0.2153,0.00976,0.005478,-0.01058,0.07794,-0.004745,0.1453,0.01058,-0.003708,straight,depth_image_228117.jpg,4
-0.2467,-0.2042,0.03096,-0.6064,0.2605,-0.06335,0.0839,0.5786,-0.2234,0.3186,sidewinding_right,depth_image_64938.jpg,3
0.002853,-0.004562,-0.002487,0.00364,-0.1753,-0.000412,0.273,0.003708,0.002731,-0.006096,straight,depth_image_219716.jpg,4
0.2524,-0.1614,0.12317,0.539,-0.1981,0.3992,-0.2106,-0.3628,0.1052,-0.5596,sidewinding_right,depth_image_174956.jpg,3
-0.001755,0.2686,-0.00805,0.2112,0.00805,-0.0728,-0.006645,-0.3462,0.02673,0.007774,straight,depth_image_80675.jpg,4
0.493,0.1234,-0.698,0.00364,0.4734,-0.1284,0.04257,0.1742,-0.532,-0.11273,rectilinear_forward,depth_image_38477.jpg,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_91656.jpg,4
0.2266,0.306,0.1779,-0.4482,-0.1481,-0.504,-0.2433,0.226,0.0408,0.6035,sidewinding_left,depth_image_94947.jpg,2
-0.2029,0.386,-0.206,-0.3767,0.112,-0.5522,0.2556,0.133,0.000727,0.611,sidewinding_right,depth_image_240381.jpg,3
0.2057,0.3777,0.2032,-0.3848,-0.116,-0.5474,-0.2544,0.1433,0.003761,0.611,sidewinding_left,depth_image_57587.jpg,2
-0.1566,0.4895,-0.2391,-0.2483,0.05106,-0.599,0.2617,-0.01599,0.0644,0.5923,sidewinding_right,depth_image_69391.jpg,3
0.2344,-0.1152,0.1545,-0.1781,-0.1709,-0.10876,-0.2346,-0.01443,0.072,0.2467,sidewinding_right,depth_image_203538.jpg,3
-0.0608,0.594,-0.2617,-0.007313,-0.0547,-0.597,0.2377,-0.2563,0.1595,0.4844,sidewinding_right,depth_image_109769.jpg,3
0.2612,-0.03815,0.0417,-0.603,-0.2429,-0.2279,-0.1488,0.5024,0.1772,0.4497,sidewinding_left,depth_image_196137.jpg,2
0.2847,0.1234,0.263,-0.1744,-0.649,0.11816,0.6353,0.01091,-0.2307,-0.1333,rectilinear_backward,depth_image_217428.jpg,0
-0.251,0.1234,0.644,-0.1744,-0.6406,0.11816,0.2428,0.01091,0.3042,-0.1333,rectilinear_backward,depth_image_214700.jpg,0
0.2484,0.1234,-0.6426,-0.1744,0.6416,0.11816,-0.2454,0.01091,-0.3018,-0.1333,rectilinear_backward,depth_image_217958.jpg,0
-0.1627,0.4658,0.1805,0.4954,0.07684,-0.2559,-0.04926,-0.3376,0.04926,-0.006096,sidewinding_left,depth_image_91106.jpg,2
-0.698,0.1234,0.491,0.00364,0.01833,-0.1284,-0.516,0.1742,0.6963,-0.11273,rectilinear_forward,depth_image_51753.jpg,1
0.0583,-0.5957,0.2617,0.001321,0.0572,0.596,-0.2366,0.2617,-0.1616,-0.4807,sidewinding_right,depth_image_240480.jpg,3
-0.067,-0.5903,0.232,-0.2827,0.1694,0.4658,-0.1573,0.4883,-0.2388,-0.2502,sidewinding_right,depth_image_75204.jpg,3
-0.1937,0.411,-0.2145,-0.3503,0.09906,-0.5654,0.2583,0.10077,0.01483,0.61,sidewinding_right,depth_image_39213.jpg,3
0.522,0.1234,-0.696,-0.1744,0.4412,0.11816,0.08496,0.01091,-0.559,-0.1333,rectilinear_backward,depth_image_218196.jpg,0
-0.2208,0.3281,0.0885,0.5747,0.2598,-0.0745,0.02615,-0.608,-0.2483,-0.1936,sidewinding_left,depth_image_179014.jpg,2
0.0045,0.05807,-0.002365,-0.0005646,0.002243,-0.00817,0.00854,-0.002853,-0.001175,-0.0003204,straight,depth_image_130342.jpg,4
0.004562,0.001511,-0.001633,-0.007072,-0.00567,0.076,0.006462,0.003403,0.002502,-0.1583,straight,depth_image_84686.jpg,4
0.00855,-0.6104,0.257,-0.11523,0.10486,0.5596,-0.2108,0.362,-0.1979,-0.4,sidewinding_right,depth_image_239853.jpg,3
0.2023,-0.388,-0.11755,-0.546,-0.2542,0.1471,0.00544,0.611,0.2566,0.1223,sidewinding_left,depth_image_210728.jpg,2
0.2317,-0.2708,0.1382,0.4631,-0.0995,0.4807,-0.239,-0.2625,0.05386,-0.5947,sidewinding_right,depth_image_194191.jpg,3
0.005424,0.002487,-0.003891,0.2817,-0.00985,0.00854,0.002853,-0.1849,0.009026,-0.12396,straight,depth_image_109844.jpg,4
0.2477,0.0904,0.00405,0.599,-0.2411,0.1573,-0.11505,-0.525,0.1855,-0.3936,straight,depth_image_51001.jpg,4
0.1714,-0.4617,-0.1553,-0.492,-0.2399,0.2448,0.0494,0.6,0.2617,0.0199,sidewinding_left,depth_image_147200.jpg,2
-0.08923,0.1234,-0.438,0.00364,0.6953,-0.1284,-0.525,0.1742,0.03125,-0.11273,rectilinear_forward,depth_image_16158.jpg,1
0.007378,-0.419,-0.0648,-0.1544,-0.02124,0.2803,0.005913,0.3481,0.0852,-0.05698,straight,depth_image_228098.jpg,4
0.2593,0.08575,0.093,-0.571,-0.2181,-0.3376,-0.1893,0.422,0.1346,0.524,sidewinding_left,depth_image_178296.jpg,2
-0.0375,-0.6045,0.2445,-0.2188,0.1454,0.5083,-0.1803,0.4429,-0.2249,-0.3127,sidewinding_right,depth_image_109697.jpg,3
-0.317,0.1234,0.6685,0.00364,-0.6084,-0.1284,0.174,0.1742,0.3677,-0.11273,rectilinear_forward,depth_image_142947.jpg,1
-0.418,0.1234,-0.1143,0.00364,0.576,-0.1284,-0.683,0.1742,0.3699,-0.11273,rectilinear_forward,depth_image_110526.jpg,1
0.0691,-0.5894,0.2615,0.02725,0.0463,0.601,-0.2411,0.238,-0.1527,-0.4963,sidewinding_right,depth_image_112236.jpg,3
0.00438,0.1318,0.003036,0.00805,-0.00907,-0.2028,0.002365,-0.0001068,-0.00511,0.1559,straight,depth_image_83770.jpg,4
0.002853,-0.00554,-0.006607,0.2023,0.003769,-0.002487,0.002243,-0.1289,0.00444,0.001511,straight,depth_image_69075.jpg,4
-0.04526,0.1234,-0.4714,-0.1744,0.6978,0.11816,-0.4949,0.01091,-0.01294,-0.1333,rectilinear_backward,depth_image_214291.jpg,0
-0.1967,0.403,0.1251,0.5366,0.252,-0.1664,-0.013985,-0.61,-0.258,-0.1027,sidewinding_left,depth_image_178028.jpg,2
-0.00805,-0.006096,0.003647,0.04062,0.00939,-0.0008087,0.00829,0.006584,-0.010124,-0.00817,straight,depth_image_36290.jpg,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_239237.jpg,4
-0.04877,0.3691,0.3843,-0.2842,-0.3066,-0.417,-0.136,0.1636,0.0983,0.175,sidewinding_left,depth_image_94749.jpg,2
0.1686,0.07,0.0817,-0.5635,-0.2255,-0.331,-0.1919,0.4204,0.1477,0.5176,sidewinding_left,depth_image_7713.jpg,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_244966.jpg,4
0.2603,0.0684,0.02878,0.607,-0.2474,0.1995,-0.138,-0.519,0.1866,-0.4285,sidewinding_right,depth_image_194670.jpg,3
-0.569,0.1234,0.10156,-0.1744,0.4282,0.11816,-0.6943,0.01091,0.533,-0.1333,rectilinear_backward,depth_image_214504.jpg,0
0.02588,-0.1477,-0.001633,0.2272,-0.00567,0.332,-0.05746,0.003403,0.002502,-0.415,straight,depth_image_84662.jpg,4
-0.006157,0.4106,-0.05563,0.1381,-0.008415,-0.2744,-0.002121,-0.3335,0.0734,0.05295,straight,depth_image_130309.jpg,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_219376.jpg,4
0.04062,0.412,-0.0648,0.5273,0.2438,-0.1815,-0.01566,-0.4128,-0.255,-0.0807,sidewinding_left,depth_image_122963.jpg,2
-0.1583,0.4766,0.1682,0.4846,0.244,-0.2666,-0.0604,-0.606,-0.1329,0.004562,sidewinding_left,depth_image_209155.jpg,2
0.12396,-0.1842,-0.00683,-0.4805,-0.1552,0.01,-0.001968,0.4946,0.1356,0.128,straight,depth_image_15332.jpg,4
0.22,0.331,-0.0899,0.5737,-0.2598,-0.078,-0.02467,-0.608,0.2488,-0.1903,sidewinding_right,depth_image_81566.jpg,3
-0.1409,0.1234,0.591,-0.1744,-0.6772,0.11816,0.3467,0.01091,0.1973,-0.1333,rectilinear_backward,depth_image_218127.jpg,0
-0.4446,0.1234,0.6963,0.00364,-0.519,-0.1284,0.02264,0.1742,0.4878,-0.11273,rectilinear_forward,depth_image_192208.jpg,1
-0.2566,0.12164,-0.1074,-0.557,0.2091,-0.3674,0.1997,0.395,-0.12103,0.5415,sidewinding_right,depth_image_69372.jpg,3
-0.248,-0.1953,0.02692,-0.6074,0.26,-0.07275,0.08777,0.5757,-0.2212,0.3267,sidewinding_right,depth_image_80588.jpg,3
-0.2607,0.05206,-0.0793,-0.582,0.2258,-0.3088,0.179,0.4458,-0.147,0.5054,sidewinding_right,depth_image_246165.jpg,3
-0.5933,0.1234,0.6763,-0.1744,-0.343,0.11816,-0.2014,0.01091,0.622,-0.1333,rectilinear_backward,depth_image_217798.jpg,0
-0.6914,0.1234,0.5483,-0.1744,-0.0678,0.11816,-0.4546,0.01091,0.6973,-0.1333,rectilinear_backward,depth_image_214261.jpg,0
-0.2554,-0.1353,-0.11285,0.5513,0.2054,0.3784,0.2035,-0.3843,-0.1157,-0.548,sidewinding_left,depth_image_146819.jpg,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_182864.jpg,4
0.001419,-0.3413,0.00383,-0.2131,0.02124,0.1632,0.00493,0.3696,-0.0663,-0.000595,straight,depth_image_239205.jpg,4
-0.03412,0.6055,-0.2607,0.05597,-0.0809,-0.581,0.225,-0.3123,0.1802,0.443,sidewinding_right,depth_image_231901.jpg,3
-0.2573,-0.11237,-0.1037,0.561,0.2115,0.3599,0.197,-0.402,-0.12463,-0.537,sidewinding_left,depth_image_178870.jpg,2
0.2158,-0.3457,0.1921,0.415,-0.1311,0.529,-0.25,-0.1818,0.02084,-0.609,sidewinding_right,depth_image_86710.jpg,3
0.01009,-0.004562,0.00973,0.2375,0.01,0.08496,-0.00997,-0.06015,0.00829,-0.2617,straight,depth_image_125067.jpg,4
0.2605,0.0625,0.08356,-0.579,-0.2235,-0.3179,-0.1823,0.4387,0.1432,0.511,sidewinding_left,depth_image_118891.jpg,2
0.5874,0.1234,-0.679,-0.1744,0.3528,0.11816,0.1906,0.01091,-0.6167,-0.1333,rectilinear_backward,depth_image_217855.jpg,0
0.544,0.1234,-0.6924,0.00364,0.4146,-0.1284,0.1186,0.1742,-0.5786,-0.11273,rectilinear_forward,depth_image_140177.jpg,1
0.1036,0.561,-0.2117,0.3594,-0.1969,-0.4026,0.1248,-0.537,0.252,0.1655,sidewinding_right,depth_image_231915.jpg,3
-0.05594,0.4512,-0.2617,-0.01061,-0.05948,-0.4604,0.2295,-0.10535,0.1654,0.353,sidewinding_left,depth_image_2370.jpg,2
-0.2273,0.303,-0.1768,-0.4504,0.1493,-0.502,0.2427,0.2291,-0.04227,0.603,sidewinding_right,depth_image_65288.jpg,3
-0.247,0.2029,-0.1393,-0.517,0.1855,-0.4312,0.2211,0.3271,-0.08795,0.575,sidewinding_right,depth_image_82182.jpg,3
-0.004868,-0.2388,-0.003464,-0.3594,0.00915,0.08484,-0.004807,0.4526,0.1036,-0.006096,straight,depth_image_123554.jpg,4
-0.01752,-0.6094,0.251,-0.1743,0.1282,0.5327,-0.1943,0.4092,-0.214,-0.352,sidewinding_right,depth_image_75795.jpg,3
0.3982,0.1234,0.1382,-0.1744,-0.5894,0.11816,0.6777,0.01091,-0.349,-0.1333,rectilinear_backward,depth_image_8146.jpg,0
-0.2379,0.2551,-0.159,-0.485,0.1677,-0.469,0.233,0.278,-0.0649,0.592,sidewinding_right,depth_image_210132.jpg,3
0.4336,0.1234,-0.695,-0.1744,0.5283,0.11816,-0.03665,0.01091,-0.4778,-0.1333,rectilinear_backward,depth_image_8112.jpg,0
0.0844,-0.5713,-0.05826,-0.3486,-0.1835,0.4163,0.1296,0.528,0.244,-0.1871,sidewinding_left,depth_image_118845.jpg,2
0.0946,0.1234,0.4336,-0.1744,-0.695,0.11816,0.5283,0.01091,-0.03665,-0.1333,rectilinear_backward,depth_image_217204.jpg,0
-0.6904,0.1234,0.403,0.00364,0.1323,-0.1284,-0.5864,0.1742,0.679,-0.11273,rectilinear_forward,depth_image_120204.jpg,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_16564.jpg,4
0.6177,0.1234,-0.662,-0.1744,0.2988,0.11816,0.2484,0.01091,-0.6426,-0.1333,rectilinear_backward,depth_image_214312.jpg,0
0.082,0.58,-0.2245,0.3145,-0.181,-0.4414,0.1445,-0.5093,0.2448,0.2167,sidewinding_right,depth_image_29037.jpg,3
-0.21,0.3477,0.1328,0.538,-0.07306,-0.10706,0.02478,-0.3591,-0.1656,-0.1765,sidewinding_left,depth_image_199505.jpg,2
-0.696,0.1234,0.4392,0.00364,0.08765,-0.1284,-0.5605,0.1742,0.6885,-0.11273,rectilinear_forward,depth_image_220044.jpg,1
0.491,0.1234,0.01833,0.00364,-0.516,-0.1284,0.6963,0.1742,-0.448,-0.11273,rectilinear_forward,depth_image_167824.jpg,1
0.628,0.1234,-0.655,-0.1744,0.2783,0.11816,0.2693,0.01091,-0.6514,-0.1333,rectilinear_backward,depth_image_217628.jpg,0
0.02011,0.03806,-0.3706,0.0889,0.6113,-0.04303,-0.4229,0.089,-0.014305,-0.1978,sidewinding_right,depth_image_241411.jpg,3
-0.3345,0.1234,-0.2107,0.00364,0.626,-0.1284,-0.6562,0.1742,0.2822,-0.11273,rectilinear_forward,depth_image_38615.jpg,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,straight,depth_image_219374.jpg,4
0.2158,0.05838,-0.006607,0.567,-0.2092,0.1255,-0.083,-0.4927,0.1537,-0.3613,straight,depth_image_51004.jpg,4
0.32,0.128,0.2343,-0.1705,-0.5776,0.128,0.5776,0.02132,-0.2556,-0.128,rectilinear_backward,depth_image_8031.jpg,0
0.1907,-0.4187,0.217,0.3416,-0.0949,0.5693,-0.259,-0.09045,-0.01932,-0.6094,sidewinding_right,depth_image_31280.jpg,3
0.05975,-0.5947,-0.2355,-0.267,-0.1636,0.4768,0.1632,0.4775,0.2356,-0.266,sidewinding_left,depth_image_147351.jpg,2
0.002853,-0.00554,-0.006607,0.352,0.003769,-0.002487,0.002243,-0.2778,0.00444,-0.1477,straight,depth_image_69061.jpg,4
-0.5903,0.1234,0.1393,-0.1744,0.3972,0.11816,-0.6895,0.01091,0.557,-0.1333,rectilinear_backward,depth_image_214503.jpg,0
0.2527,-0.1605,-0.01136,-0.6104,-0.2576,-0.10876,-0.1023,0.5625,0.2125,0.357,sidewinding_left,depth_image_213991.jpg,2
0.04498,-0.4104,-0.252,0.06757,-0.02017,0.4055,0.2418,0.1954,-0.075,-0.5195,sidewinding_left,depth_image_1563.jpg,2
-0.00585,-0.008415,0.002243,-0.1951,0.007072,-0.00854,-0.00996,0.2332,0.00518,0.0001678,straight,depth_image_147733.jpg,4
-0.006218,0.005478,0.004807,0.2047,0.001053,0.09784,-0.004074,-0.02173,0.00967,-0.2472,straight,depth_image_81619.jpg,4
0.117,0.1234,0.4158,-0.1744,-0.6924,0.11816,0.543,0.01091,-0.05923,-0.1333,rectilinear_backward,depth_image_214461.jpg,0
0.11,0.554,-0.2074,0.3726,-0.2015,-0.39,0.1185,-0.5444,0.254,0.1497,sidewinding_right,depth_image_84599.jpg,3
-0.555,0.1234,0.69,0.00364,-0.3997,-0.1284,-0.1366,0.1742,0.589,-0.11273,rectilinear_forward,depth_image_39500.jpg,1
0.333,0.1234,0.2123,-0.1744,-0.627,0.11816,0.656,0.01091,-0.2808,-0.1333,rectilinear_backward,depth_image_218458.jpg,0
0.01859,0.6094,0.2588,0.0921,0.0956,-0.569,-0.2167,-0.343,-0.1912,0.4175,sidewinding_left,depth_image_214037.jpg,2
0.2141,-0.3513,0.1941,0.41,-0.1285,0.532,-0.2507,-0.175,0.01785,-0.6094,sidewinding_right,depth_image_174965.jpg,3
-0.2014,0.1234,0.622,-0.1744,-0.6597,0.11816,0.291,0.01091,0.2563,-0.1333,rectilinear_backward,depth_image_214584.jpg,0
0.2362,0.1234,0.3105,-0.1744,-0.666,0.11816,0.612,0.01091,-0.1807,-0.1333,rectilinear_backward,depth_image_217544.jpg,0
-0.03455,-0.6055,0.2455,-0.2122,0.1428,0.5117,-0.1825,0.438,-0.2234,-0.3186,sidewinding_right,depth_image_246289.jpg,3
-0.6904,0.1234,0.403,0.00364,0.1323,-0.1284,-0.5864,0.1742,0.679,-0.11273,rectilinear_forward,depth_image_90813.jpg,1
-0.099,-0.5654,-0.2583,0.10065,-0.01489,0.61,0.2517,0.1685,0.1259,-0.5356,sidewinding_left,depth_image_202068.jpg,2
0.05975,-0.5947,-0.2355,-0.267,-0.1636,0.4768,0.1632,0.4775,0.2356,-0.266,sidewinding_left,depth_image_117510.jpg,2
0.6685,0.1234,-0.317,-0.1744,-0.2296,0.11816,0.635,0.01091,-0.649,-0.1333,rectilinear_backward,depth_image_214670.jpg,0
-0.609,0.1234,0.1754,0.00364,0.3662,-0.1284,-0.6826,0.1742,0.5786,-0.11273,rectilinear_forward,depth_image_45467.jpg,1
-0.003036,-0.02222,0.007133,-0.007072,0.01037,0.1825,0.009514,-0.003098,0.00437,-0.2351,straight,depth_image_83171.jpg,4
0.2534,-0.1537,-0.00837,-0.6104,-0.257,-0.11566,-0.10504,0.5596,0.2107,0.3625,sidewinding_left,depth_image_15729.jpg,2
-0.11096,0.553,-0.2559,-0.1305,-0.00186,-0.611,0.255,-0.1389,0.1143,0.5493,sidewinding_right,depth_image_240989.jpg,3
0.2375,-0.2323,-0.0552,-0.279,-0.2617,-0.03653,-0.06033,0.282,0.2352,0.2856,sidewinding_left,depth_image_226668.jpg,2
0.117,0.1234,-0.5776,0.00364,0.6826,-0.1284,-0.3677,0.1742,-0.174,-0.11273,rectilinear_forward,depth_image_203112.jpg,1
0.3271,0.3477,-0.4648,0.2272,0.1783,-0.3525,0.143,-0.04956,-0.3608,0.1112,sidewinding_right,depth_image_49066.jpg,3
0.004074,0.3447,-0.02405,0.3076,-0.08075,-0.144,0.00793,-0.437,0.11255,-0.00869,straight,depth_image_48061.jpg,4
0.001755,0.001144,0.006874,0.353,0.001389,-0.0089,-0.0002594,-0.3003,0.003159,-0.109,straight,depth_image_165364.jpg,4
0.2551,-0.1377,-0.001314,-0.611,-0.2556,-0.1317,-0.11145,0.5527,0.2064,0.3755,sidewinding_left,depth_image_210853.jpg,2
0.2612,-0.03815,0.0417,-0.603,-0.2429,-0.2279,-0.1488,0.5024,0.1772,0.4497,sidewinding_left,depth_image_179109.jpg,2
-0.1809,0.11725,0.4167,-0.1813,0.11725,0.11725,-0.5884,0.03214,0.61,0.010826,rectilinear_backward,depth_image_217079.jpg,0
-0.2445,0.2183,-0.1451,-0.5083,0.1804,-0.4426,0.2249,0.313,-0.0813,0.5806,sidewinding_right,depth_image_42659.jpg,3
-0.1113,0.5527,0.2065,0.3755,0.2025,-0.3872,-0.1172,-0.5464,-0.2542,0.1462,sidewinding_left,depth_image_199683.jpg,2
-0.0666,0.591,-0.2617,-0.02127,-0.04883,-0.6,0.2401,-0.2435,0.1548,0.4927,sidewinding_right,depth_image_244680.jpg,3
0.534,0.1234,-0.6943,0.00364,0.427,-0.1284,0.10315,0.1742,-0.57,-0.11273,rectilinear_forward,depth_image_88887.jpg,1
0.2986,0.128,0.2343,-0.1705,-0.2986,0.128,0.2986,0.02132,-0.2556,-0.128,rectilinear_backward,depth_image_8005.jpg,0
0.00438,0.3667,-0.0822,0.00805,-0.00907,-0.4385,0.08765,-0.0001068,-0.00511,0.391,straight,depth_image_83748.jpg,4
-0.01752,-0.6094,0.251,-0.1743,0.1282,0.5327,-0.1943,0.4092,-0.214,-0.352,sidewinding_right,depth_image_67304.jpg,3
-0.695,0.1234,0.4336,0.00364,0.0946,-0.1284,-0.5645,0.1742,0.687,-0.11273,rectilinear_forward,depth_image_10993.jpg,1
-0.662,0.1234,0.6177,0.00364,-0.1931,-0.1284,-0.3506,0.1742,0.678,-0.11273,rectilinear_forward,depth_image_13751.jpg,1
-0.047,-0.601,-0.2615,-0.0256,-0.0684,0.59,0.2314,0.2856,0.1705,-0.4636,sidewinding_left,depth_image_203452.jpg,2
0.2118,0.3591,0.1968,-0.4028,-0.12494,-0.5366,-0.252,0.166,0.0138,0.61,sidewinding_left,depth_image_193540.jpg,2
0.6562,0.1234,-0.2822,-0.1744,-0.2654,0.11816,0.65,0.01091,-0.6343,-0.1333,rectilinear_backward,depth_image_217528.jpg,0
0.04846,-0.6,0.2617,-0.02213,0.06696,0.5903,-0.232,0.2827,-0.1693,-0.4658,sidewinding_right,depth_image_239169.jpg,3
-0.3306,0.11725,0.4167,-0.1813,0.11725,0.11725,-0.5884,0.010826,0.6743,-0.1384,rectilinear_backward,depth_image_217093.jpg,0
0.00444,-0.00518,-0.00585,0.1729,-0.009605,0.0658,0.006584,0.01025,-0.000992,-0.2153,straight,depth_image_183876.jpg,4
0.005985,-0.611,-0.254,-0.1483,-0.11804,0.5454,0.2019,0.389,0.2072,-0.3738,sidewinding_left,depth_image_123043.jpg,2
0.07465,0.07465,0.07465,-0.07465,-0.07465,0.07465,0.07465,0.01066,-0.07465,-0.07465,rectilinear_backward,depth_image_7984.jpg,0
-0.2378,0.1234,-0.309,0.00364,0.6655,-0.1284,-0.6123,0.1742,0.1823,-0.11273,rectilinear_forward,depth_image_97104.jpg,1
0.004074,0.06726,-0.002731,0.03046,0.0045,0.005234,0.00793,-0.1588,0.005913,-0.00869,straight,depth_image_48087.jpg,4
0.2568,-0.1182,0.1061,0.5586,-0.2101,0.3645,-0.1987,-0.3977,0.1224,-0.54,sidewinding_right,depth_image_75921.jpg,3
0.1143,0.1234,-0.576,-0.1744,0.683,0.11816,-0.3699,0.01091,-0.1713,-0.1333,rectilinear_backward,depth_image_218069.jpg,0
-0.0271,0.6074,-0.26,0.0723,-0.0876,-0.5757,0.2213,-0.3264,0.1852,0.4316,sidewinding_right,depth_image_75545.jpg,3
0.6953,0.1234,-0.438,-0.1744,-0.08923,0.11816,0.5615,0.01091,-0.688,-0.1333,rectilinear_backward,depth_image_217867.jpg,0
-0.1702,-0.004562,0.4883,0.00364,-0.3877,-0.000412,-0.005173,0.003708,0.218,-0.006096,straight,depth_image_102603.jpg,4
-0.6772,0.1234,0.591,0.00364,-0.1409,-0.1284,-0.396,0.1742,0.689,-0.11273,rectilinear_forward,depth_image_94707.jpg,1
0.2573,0.1234,-0.6465,0.00364,0.6377,-0.1284,-0.2362,0.1742,-0.3105,-0.11273,rectilinear_forward,depth_image_116040.jpg,1
0.644,0.1234,-0.6406,-0.1744,0.2428,0.11816,0.3042,0.01091,-0.664,-0.1333,rectilinear_backward,depth_image_218202.jpg,0
0.0576,0.0487,-0.511,0.07825,0.604,-0.05368,-0.279,0.0997,-0.1783,-0.1871,sidewinding_left,depth_image_89594.jpg,2
-0.007683,-0.007378,0.007378,0.04205,0.001175,0.09735,-0.00915,0.00829,-0.001816,-0.196,straight,depth_image_107034.jpg,4
0.6724,0.1234,-0.3293,-0.1744,-0.2163,0.11816,0.629,0.01091,-0.6543,-0.1333,rectilinear_backward,depth_image_218558.jpg,0
0.00848,0.4365,-0.0805,0.145,-0.02441,-0.307,0.003586,-0.3455,0.09204,0.0896,straight,depth_image_69429.jpg,4
-0.581,0.1234,0.1228,0.00364,0.411,-0.1284,-0.692,0.1742,0.547,-0.11273,rectilinear_forward,depth_image_191952.jpg,1
0.695,0.1234,-0.4304,0.00364,-0.0989,-0.1284,0.5674,0.1742,-0.6865,-0.11273,rectilinear_forward,depth_image_113266.jpg,1
-0.2448,0.2296,0.04645,0.6025,0.261,0.0422,0.0659,-0.5093,-0.04895,-0.2832,sidewinding_left,depth_image_95744.jpg,2
0.0805,0.3691,0.0411,0.2484,-0.4106,-0.374,0.3774,-0.07086,0.03842,0.1326,sidewinding_right,depth_image_129578.jpg,3
-0.637,0.1234,0.2347,-0.1744,0.312,0.11816,-0.6665,0.01091,0.611,-0.1333,rectilinear_backward,depth_image_214615.jpg,0
0.03366,-0.5024,0.1948,0.03317,-0.00493,0.5454,-0.1875,0.1079,-0.0631,-0.4692,straight,depth_image_104150.jpg,4
0.6387,0.1234,-0.2388,-0.1744,-0.308,0.11816,0.6655,0.01091,-0.6133,-0.1333,rectilinear_backward,depth_image_218446.jpg,0
-0.001419,-0.12396,-0.008415,-0.1453,-0.00444,-0.004257,0.00973,0.255,0.006157,-0.00839,straight,depth_image_2522.jpg,4
-0.00817,-0.1359,0.009605,0.02344,-0.0002289,0.2764,-0.004807,-0.00328,-0.00799,-0.3062,straight,depth_image_177741.jpg,4
0.257,-0.1148,0.008736,-0.6104,-0.2532,-0.1545,-0.1205,0.5425,0.2001,0.3938,sidewinding_left,depth_image_148047.jpg,2
-0.051,0.599,-0.2617,0.01613,-0.06445,-0.5923,0.2333,-0.2773,0.1674,0.4697,sidewinding_right,depth_image_109770.jpg,3
-0.181,0.02075,-0.2268,0.05017,0.08563,-0.1714,0.2695,-0.066,0.02847,0.2124,sidewinding_left,depth_image_177379.jpg,2
-0.2366,-0.2615,-0.1615,0.481,0.1654,0.4736,0.2344,-0.272,-0.06195,-0.5938,sidewinding_left,depth_image_57663.jpg,2
0.1073,-0.557,-0.2092,-0.367,-0.1996,0.3953,0.1212,0.5415,0.2532,-0.1564,sidewinding_left,depth_image_201238.jpg,2
-0.1141,0.55,0.2047,0.3809,0.2043,-0.3818,-0.1145,-0.5493,-0.255,0.1395,sidewinding_left,depth_image_213887.jpg,2
-0.2827,0.2067,0.1877,0.06775,0.1998,-0.04303,-0.265,-0.2264,0.009026,-0.0221,straight,depth_image_219321.jpg,4
0.32,0.128,0.2343,-0.1705,-0.599,0.128,0.599,0.02132,-0.2556,-0.128,rectilinear_backward,depth_image_8033.jpg,0
0.2391,0.2488,-0.0512,0.599,-0.2617,0.015564,-0.0642,-0.5923,0.2334,-0.2769,sidewinding_right,depth_image_81570.jpg,3
0.4336,0.1234,0.0946,0.00364,-0.5645,-0.1284,0.687,0.1742,-0.3867,-0.11273,rectilinear_forward,depth_image_58883.jpg,1
-0.1271,0.1234,0.5835,-0.1744,-0.6807,0.11816,0.359,0.01091,0.1838,-0.1333,rectilinear_backward,depth_image_218012.jpg,0
0.098,0.5664,-0.2151,0.3481,-0.193,-0.4128,0.13,-0.5303,0.2502,0.179,sidewinding_right,depth_image_183804.jpg,3
0.254,0.148,0.11786,-0.5454,-0.202,-0.3887,-0.207,0.374,0.1107,0.5537,sidewinding_left,depth_image_214922.jpg,2
-0.3616,0.1234,0.681,-0.1744,-0.5815,0.11816,0.1239,0.01091,0.4102,-0.1333,rectilinear_backward,depth_image_218477.jpg,0
0.0761,0.553,0.14,0.3064,-0.1786,-0.462,0.148,-0.272,0.2489,0.2256,sidewinding_right,depth_image_215653.jpg,3
0.0097,-0.2225,-0.001511,0.007072,0.003098,0.08124,-0.002243,0.1617,-0.001511,-0.004562,straight,depth_image_184997.jpg,4
